ID,VINÍCOLA,VINHO,URL,Uva,SAFRA,TIPO,PREÇO,RADAR,COMENTÁRIO,GUARDAR OU BEBER?,Para quem é este vinho?,Categoria Vinho,IMPORTADORA,PAÍS,REGIÃO,STATUS,IMAGEM
,Piero Busso,Piero Busso Barbaresco DOCG Mondino 2021,https://www.cellarvinhos.com/vinho-tinto-barbaresco-docg-mondino-2021/p,Nebbiolo,2021,Tinto,845.0,TRUE,,Guardar,Nerd,Pedigree,Cellar,Itália,Piemonte,Curadoria,https://drive.google.com/file/d/1d4EH4FSYCzF7IRvcCZUhxHrfJ3qFXxE9/view?usp=drivesdk
,Pierre Girardin,Pierre Girardin Pommard 1er Cru Les Grands Epenots 2018,https://www.animavinum.com.br/produto/vinho-tinto-pommard-1er-cru-les-grands-epenots-1396,Pinot Noir,2018,Tinto,2332.0,TRUE,,Guardar,Clássico,Pedigree,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1bNbAZvLzlNDbksm85U_An3lHoU14Rt6g/view?usp=drivesdk
,Pierre Girardin,Pierre Girardin Pommard Les Noizons 2018,https://www.animavinum.com.br/produto/vinho-tinto-pommard-les-noizons-1393,Pinot Noir,2018,Tinto,1227.0,TRUE,,Guardar ou Beber,Curioso,Batalha,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1F0jOU0wuevO3eR1T8FZ2Uhv2kZSWhdND/view?usp=drivesdk
,Pierre Girardin,Pierre Girardin Pommard Les Noizons 2019,https://www.animavinum.com.br/produto/vinho-tinto-pommard-les-noizons-1394,Pinot Noir,2019,Tinto,1227.0,TRUE,,Guardar,Nerd,Pedigree,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1CViu8R8Joou-dYGh_O2V96mn4zAcv43g/view?usp=drivesdk
,Pormenor,Pormenor A de Arinto 2023,https://glouglou.com.br/products/pormenor-a-de-arinto-2023,Arinto,2023,Branco,480.0,TRUE,,Beber,Curioso,Refrescante,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1r4w4VSuQpBgWVCgyT4hGu0jxYIoz8T6x/view?usp=drivesdk
,Pormenor,Pormenor Branco 2023,https://glouglou.com.br/products/pormenor-branco-2023,"Rabigato, Malvasia Fina, Codega de Larinho e Gouveio",2023,Branco,320.0,TRUE,,,Clássico,Batalha,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1k4vMYI-NI5R6OPQYestZ_kkRhn6_BcDw/view?usp=drivesdk
,Pormenor,Pormenor Reserva Branco 2021,https://glouglou.com.br/products/pormenor-reserva-2021,Rabigato e Malvasia Fina,2021,Branco,520.0,TRUE,,,Natureba,Refrescante,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1jaYgpkTLYPISA4Q9Ld5DmNRXlnW_Dk6z/view?usp=drivesdk
,Pormenor,Pormenor Reserva Branco 2023,https://glouglou.com.br/products/pormenor-reserva-branco-2023,Blend,2023,Branco,675.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1PzYwLFLrEOH4Z30ngygY-XX3uL6YFJ8c/view?usp=drivesdk
,Pormenor,Pormenor Trilho Branco 2022,https://glouglou.com.br/products/pormenor-trilho-branco-2022,Rabigato e Arinto,2022,Branco,870.0,TRUE,,,Clássico,Pedigree,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1MOFVW8NKPTPmE29ElRLE7v3lgQ3n1oVG/view?usp=drivesdk
,Pormenor,Pormenor Trilho Tinto 2018,https://glouglou.com.br/products/trilho-tinto-2018,"Tinta Roriz, Tinta Barroca, Touriga Franca",2018,Tinto,590.0,TRUE,,,Curioso,Batalha,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1r9LFS82-zxgISN4JtBrAZpnEFMXn2T2h/view?usp=drivesdk
,Dalva,Porto Dalva 50 Years Old,https://www.castasimportadora.com.br/tipo/tinto/dalva-50-anos-750ml,Blend,,Tinto,2999.9,TRUE,,Beber,Nerd,Contemplativo,Castas Importadora,Portugal,Douro,Curadoria,https://drive.google.com/file/d/13tE6MUjWZ-ajMVsBDQcvQo0-xXjgvPVl/view?usp=drivesdk
,Puy Arnaud,Puy Arnaud Clos De Puy Arnaud Grand Vin De Bordeaux,https://www.cellarvinhos.com/vinho-tinto-clos-de-puy-arnaud-grand-vin-de-bordeaux-2017-,Merlot,,Tinto,625.0,TRUE,,Beber,Curioso,Batalha,Cellar,França,Bordeaux,Curadoria,https://drive.google.com/file/d/1RxNYvKllggeuq8TzSEtEMC0xDECSw84i/view?usp=drivesdk
,Quinta de Ventozelo,Quinta de Ventozelo Rabigato 2021 750mL,https://www.castasimportadora.com.br/tipo/brancos-e-verdes/vinho-branco-quinta-de-ventozelo-,Rabigato,2021,Branco,219.9,TRUE,,,Curioso,Contemplativo,Castas Importadora,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1axEfY51srj8edCVh2_s5jF73Qra7N-RA/view?usp=drivesdk
,Quinta de Ventozelo,Quinta de Ventozelo Viosinho 2023,https://www.castasimportadora.com.br/tipo/branco/vinho-ventozelo-viosinho-branco-750ml,Viosinho,2023,Branco,219.9,TRUE,,Beber,Curioso,Refrescante,Castas Importadora,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1b2-c9vDdP027z7_u-nA2lweaafzsnyzU/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Branco 2023,https://glouglou.com.br/products/quinta-do-javali-branco-2023,Blend de brancas,2023,Branco,240.0,TRUE,,Beber,Curioso,Refrescante,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1J_bElo-ywEJ-gFXIltQEggzEZUBwKCDX/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Clos Bonifata Branco 2023,https://glouglou.com.br/products/quinta-do-javali-clos-bonifata-2023,Blend de brancas,2023,Branco,540.0,TRUE,,Guardar ou Beber,Curioso,Refrescante,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1_ZS_FrshQM2daqBwL1-57Q6RTYW7-TdE/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Clos Fonte do Santo Blue Cap Tinto 2017,https://glouglou.com.br/products/quinta-do-javali-clos-fonte-do-santo-bio-azul-2018,Mistura de uvas de vinhas velhas,2017,Tinto,690.0,TRUE,,,Curioso,Contemplativo,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1iEI8EY4pkJLZqYqy-ak8K-n-YtFlVkKb/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Clos Fonte do Santo Cherry Tree 2020,https://glouglou.com.br/products/quinta-do-javali-clos-fonte-do-santo-cherry-tree-2020,Blend de 33 castas,2020,Tinto,415.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1UCvkPkWwGHJZWM7ovxgRvscH-kBloA2c/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Clos Fonte do Santo Stone Red 2019,https://glouglou.com.br/products/clos-fonte-do-santo-red-2019,Mistura de 33 castas indígenas plantadas conjuntamente,2019,Tinto,420.0,TRUE,,,Curioso,Contemplativo,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/11_KmM7WUi8jDv1SoYw7GflOs0-ag2QVq/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Crazy Javali NV,https://glouglou.com.br/products/crazy-javali,"Tinta Roriz, Tinta Barroca e Touriga Franca",NV,Tinto,220.0,TRUE,,,Natureba,Batalha,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1oBTXveywEZ-037yUeAviMeQOEJjS4bGs/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Porto Tawny 10 anos Tinto NV,https://glouglou.com.br/products/quinta-do-javali-porto-tawny-10-anos,"Tinta Roriz, Touriga Franca, Touriga Nacional, Tinto Cão e Tinta Barroca",NV,Fortificado,825.0,TRUE,,,Curioso,Pedigree,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1v8zD60NR-VygFrhFC-_4T6ay7dg4UWAA/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Porto Tawny 20 Anos Tinto NV,https://glouglou.com.br/products/quinta-do-javali-porto-tawny-20-anos,"Touriga Nacional, Touriga Franca e Tinta Barroca",NV,Fortificado,1380.0,TRUE,,Beber,Curioso,Contemplativo,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1BxrDGJ3K-V8I6vpdlp1IpdzI4s_va3J8/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Porto Tawny 30 anos,https://glouglou.com.br/products/quinta-do-javali-porto-tawny-30-anos-1,"Tinta Roriz, Touriga Franca, Touriga Nacional, Tinto Cão e Tinta Barroca",,Fortificado,2025.0,TRUE,,Beber,Curioso,Pedigree,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1_ZP_Te1mU_vOTltOK3WDKuYIPJNk5-It/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Porto Tawny Tinto NV,https://glouglou.com.br/products/quinta-do-javali-porto-tawny-1,Blend de tintas,NV,Fortificado,270.0,TRUE,,Beber,Curioso,Contemplativo,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1fpc0OlIIs0qmGi7oJetmjK2hfmaBcphm/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Tinto 2023,https://glouglou.com.br/products/quinta-do-javali-tinto-2023,Blend de tintas,2023,Tinto,240.0,TRUE,,Guardar ou Beber,Curioso,Batalha,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1aiqN-fQo0umqoI27FaOFgbezvrkKzZE-/view?usp=drivesdk
,Quinta do Javali,Quinta do Javali Vinha dos Lobatos 2023,https://glouglou.com.br/products/quinta-do-javali-vinhas-dos-lobatos-2023,Touriga Nacional,2023,Tinto,435.0,TRUE,,Guardar ou Beber,Curioso,Pedigree,011import,Portugal,Douro,Curadoria,https://drive.google.com/file/d/1rOG7iLHxj6OpPzDFLLZBNknoKfWYvzr2/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Branco 2024,https://elevagebrasil.com/dona-sancha-branco-2024/,"Arinto, Bical, Encruzado, Malvasia Fina e Bandeira",2024,Branco,215.0,TRUE,,Beber,Clássico,Refrescante,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1iuJj_IE9bXTvHJlW7i21yujhH1tVTzvE/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Cerceal 2021,,Cerceal,2021,Branco,589.9,TRUE,,,Curioso,Refrescante,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1ag9vUYB7kwKv5fLEAUMADsN280ZMqX-q/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Cerceal 2022,https://elevagebrasil.com/quinta-dona-sancha-cerceal-2022/,Cerceal,2022,Branco,625.0,TRUE,,Guardar ou Beber,Nerd,Refrescante,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1McRerJcoL4keS56fv4zyks3R6pcbz97T/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Encruzado 2021,https://elevagebrasil.com/quinta-dona-sancha-encruzado/,Encruzado,2021,Branco,625.0,TRUE,,,Curioso,Refrescante,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1f8iQUziru9SfvB65TWv38BlKblzRnWWR/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Encruzado 2022,https://elevagebrasil.com/quinta-dona-sancha-encruzado-2022/,Encruzado,2022,Branco,625.0,TRUE,,Guardar,Nerd,Pedigree,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1YGwPZLyZ8lOn-Xfsk8x8rD_AWg6Np8jK/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Rosé 2022,,Tinta Roriz/Touriga Nacional,2022,Rosé,199.9,TRUE,,,Curioso,Batalha,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1Gb6voUH6-rmYM3U8zcrhXuz3lnSGzQWZ/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Rosé 2024,https://elevagebrasil.com/dona-sancha-rose-2024/,"Baga, Jaen, Tinta Pinheira e Tinto Cão",2024,Rosé,215.0,TRUE,,Beber,Curioso,Refrescante,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/13ehiD5CSO31GhdkdMLIUHeHF-XILEe2g/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Rosé Magnum 2023,https://elevagebrasil.com/dona-sancha-rose-magnum/,"Baga, Jaen, Tinta Pinheira e Tinto Cão",2023,Rosé,499.9,TRUE,,Beber,Curioso,Refrescante,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1eoa_1gk83isxlfLDSbEpqUPnabrx0ZmP/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Vinha da Avarenta Branco 2021,https://elevagebrasil.com/dona-sancha-vinha-da-avarenta-branco/,"Cerceal-Branco, Malvasia Fina e Bical",2021,Branco,312.0,TRUE,,,Curioso,Batalha,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1KRIJh7e1kqDl0EA-JuhrPUnndQhQa_2j/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Vinha da Avarenta Branco Magnum,https://elevagebrasil.com/dona-sancha-vinha-da-avarenta-branco-magnum/,"Bical, Cerceal e Malvasia Fina",,Branco,875.0,TRUE,,Guardar,Nerd,Pedigree,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1aFmNclI-yFMI3w0c4cpIHizN-LVAxEYl/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Vinha da Avarenta Tinto 2020,https://elevagebrasil.com/dona-sancha-avarenta-tinto/,Touriga Nacional e Jean,2020,Tinto,312.0,TRUE,,,Curioso,Batalha,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1Aay6KrMZGLj3fPq02AZvGmPGpbO54Usp/view?usp=drivesdk
,Quinta Dona Sancha,Quinta Dona Sancha Vinha da Avarenta Tinto Magnum,https://elevagebrasil.com/dona-sancha-vinha-da-avarenta-tinto-magnum/,Jaen e Touriga Nacional,,Tinto,875.0,TRUE,,Guardar,Clássico,Pedigree,Élevage,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1gLcwuw3Sxltx6vxzMPzShMEZ4ek6H3zX/view?usp=drivesdk
,Rascioni & Cecconello,Rascioni & Cecconello “Osa” Vermentino Toscana IGT,https://www.cecconellovino.com.br/produto/osa-vermentino-toscana-igt-2024/,Vermentino,,Branco,189.0,TRUE,,Beber,Curioso,Refrescante,Cecconello Vino,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1Te59z_0pol3pkLVkGq-s9xzxMjg-iLM3/view?usp=drivesdk
,Régis e Sylvain,Régis e Sylvain Bourgogne Chardonnay 2023,https://www.cellarvinhos.com/vinho-branco-bourgogne-chardonnay-2023-frrsb2305n/p,Chardonnay,2023,Branco,365.0,TRUE,,Beber,Clássico,Refrescante,Cellar,França,Borgonha,Curadoria,https://drive.google.com/file/d/1hrHSA7LV5vM5W6D0n9vCa_p34cP9aX_g/view?usp=drivesdk
,Scions of Sinai,Scions of Sinai Atlantikas 2022,https://www.wines4u.com.br/atlantikas-2022-scions-of-sinai.html,Pinotage,2022,Tinto,225.0,TRUE,,Beber,Curioso,Batalha,Wines4U,África do Sul,Stellenbosch,Curadoria,https://drive.google.com/file/d/1oP3_sy7YI1_DlB21HDn9dV4LpX7nT6N3/view?usp=drivesdk
,Scions of Sinai,Scions of Sinai Feniks Pinotage 2022,https://www.wines4u.com.br/feniks-pinotage-2022-scions-of-sinai.html,Pinotage,2022,Tinto,375.0,TRUE,,,Curioso,Batalha,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1PYVL0_EEoM56cHiqb7IvzluPJB_voo-6/view?usp=drivesdk
,Sébastien Magnien,Sébastien Magnien Beaune Les Bons Feuvres 2018,https://www.animavinum.com.br/produto/vinho-tinto-beaune-les-bons-feuvres-1342,Pinot Noir,2018,Tinto,543.0,TRUE,,Guardar ou Beber,Clássico,Pedigree,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1Dp29QuwAkqWFHDW22A4CiPq4EFL1NLxl/view?usp=drivesdk
,Sébastien Magnien,Sébastien Magnien Hautes Côtes de Beaune 2019,https://www.animavinum.com.br/produto/vinho-branco-hautes-cotes-de-beaune-268,Chardonnay,2019,Branco,366.0,TRUE,,Beber,Clássico,Pedigree,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1osNNQDO1xFKmrCqMC1TF9WjUJE-iKt4M/view?usp=drivesdk
,Sébastien Magnien,Sébastien Magnien Meursault Les Meix Chavaux 2019,https://www.animavinum.com.br/produto/vinho-branco-meursault-les-meix-chavaux-1313,Chardonnay,2019,Branco,949.0,TRUE,,Guardar ou Beber,Clássico,Pedigree,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1nMv-i2xnROGdYEN5tmrpYxvZkVcf5q_S/view?usp=drivesdk
,Sébastien Magnien,Sébastien Magnien Pommard Les Perrières 2018,https://www.animavinum.com.br/produto/vinho-tinto-pommard-les-perrieres-1318,Pinot Noir,2018,Tinto,772.0,TRUE,,Guardar,Nerd,Pedigree,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1C9YZGMVY_0Y-69c6VrjmBHm8bjzDZ3Ex/view?usp=drivesdk
,Sébastien Magnien,Sébastien Magnien Pommard Petits Noizons 2019,https://www.animavinum.com.br/produto/vinho-tinto-pommard-petits-noizons-1319,Pinot Noir,2019,Tinto,880.0,TRUE,,Guardar ou Beber,Clássico,Contemplativo,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1eNMTVFT_auna8HnfAIwt0B2G9l8sSnSl/view?usp=drivesdk
,Sébastien Magnien,Sébastien Magnien Saint Romain Sous le Château 2019,https://www.animavinum.com.br/produto/vinho-branco-saint-romain-sous-le-chateau-1314,Chardonnay,2019,Branco,654.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,Anima Vinum,França,Borgonha,Curadoria,https://drive.google.com/file/d/1zvp3BQZxApxyDaBMxBExfZjtnkSc1tgQ/view?usp=drivesdk
,Tenuta di Carleone,Tenuta di Carleone Il Randagio 2022,https://uvavinhos.com.br/produto/tenuta-di-carleone-il-randagio-2022/,Cabernet Franc e Merlot,2022,Tinto,359.0,TRUE,,Beber,Natureba,Batalha,Uva Vinhos,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1TRxifQRh_185QhtgE-DVHR8_F9FSGvYV/view?usp=drivesdk
,Tenuta di Valgiano,Tenuta di Valgiano Mazzapink 2023,https://uvavinhos.com.br/produto/palistorti-di-valgiano-mazzapink-2023/,Sangiovese e Cabernet Sauvignon,2023,Tinto,316.0,TRUE,,Beber,Curioso,Refrescante,Uva Vinhos,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1fr1s6D1TCeM2JOsL51UTVnVcvqHzncTt/view?usp=drivesdk
,Tenuta di Valgiano,Tenuta di Valgiano Palistorti di Valgiano Rosso 2022,https://uvavinhos.com.br/produto/palistorti-di-valgiano-rosso-2022/,"Sangiovese, Merlot e Syrah",2022,Tinto,440.0,TRUE,,Beber,Curioso,Batalha,Uva Vinhos,Itália,Toscana,Curadoria,https://drive.google.com/file/d/1GdsjG8fYKbtT4W8PbzaaV3E_znmCVQHq/view?usp=drivesdk
,Tenuta Gorghi Tondi,Tenuta Gorghi Tondi Dumé Frappato 2023,https://cecconellovino.com.br/produto/dume-doc-sicilia-2023/,Frappato,2023,Tinto,159.0,TRUE,,Beber,Natureba,Refrescante,Cecconello Vino,Itália,Sicília,Curadoria,https://drive.google.com/file/d/1Q01IrX1Im1TOGLEeO2SoFQCJ0wJeorNy/view?usp=drivesdk
,Tenuta Gorghi Tondi,Tenuta Gorghi Tondi Kheirè DOC Grillo Riserva 2023,https://cecconellovino.com.br/produto/kheire-doc-grillo-riserva/,Grillo,2023,Branco,289.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,Cecconello Vino,Itália,Sicília,Curadoria,https://drive.google.com/file/d/1EL-FXDJthXfyaeECbyWXcPTxk0rMiyka/view?usp=drivesdk
,Tenuta Gorghi Tondi,Tenuta Gorghi Tondi Ziller 47,https://cecconellovino.com.br/produto/ziller47/,Grillo,,Branco,498.0,TRUE,,Beber,Curioso,Batalha,Cecconello Vino,Itália,Sicília,Curadoria,https://drive.google.com/file/d/1OmlZtAotUJnviJwaQ_by-CGuI5g14DHg/view?usp=drivesdk
,Tenuta Santa Caterina,Tenuta Santa Caterina Monferace Grignolino D’Asti DOC,https://cecconellovino.com.br/produto/monferace-grignolino-dasti-doc-2018/,Grignolino,,Tinto,489.0,TRUE,,Beber ou Guardar,Curioso,Pedigree,Cecconello Vino,Itália,Piemonte,Curadoria,https://drive.google.com/file/d/1wmOOeCiSaEFFuo2kg6rWLVvWXlZVcxTA/view?usp=drivesdk
,Terra Vita Vinum,Terra Vita Vinum Anjou Blanc Pavillon 2019,https://www.worldwine.com.br/v-fr-t-v-vinum-bco-anjou-pavillon-19-50-027910/p,Chenin Blanc,2019,Branco,879.0,TRUE,,,Curioso,Pedigree,WorldWine,França,Vale do Loire,Curadoria,https://drive.google.com/file/d/103TCMnvbfezpCvFeX61rC5SV-McnZq_C/view?usp=drivesdk
,Testalonga,Testalonga El Bandito Cortez 2022,https://www.wines4u.com.br/el-bandito-cortez-2022-chenin-blanc-testalonga.html,Chenin Blanc,2022,Branco,425.0,TRUE,,Guardar ou Beber,Curioso,Refrescante,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1Px16NmE51pfvOVG8z3dSPVxRGYmGwQHY/view?usp=drivesdk
,Testalonga,Testalonga El Bandito Lords of Dogtown 2022,https://www.wines4u.com.br/el-bandito-lords-of-dogtown-2022-chenin-blanc-testalonga.html,Chenin Blanc,2022,Branco,425.0,TRUE,,,Curioso,Pedigree,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/14B7Ka0z2025XMAeHpjFZeaMHLWbcjiRv/view?usp=drivesdk
,Testalonga,Testalonga El Bandito Skin 2021,https://www.wines4u.com.br/el-bandito-skin-chenin-blanc-macerac-o-testalonga.html,Chenin Blanc,2021,Laranja,415.0,TRUE,,Guardar ou Beber,Natureba,Refrescante,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1BqLr_DNycnToaTnmZ_g9WWzZNKFDncad/view?usp=drivesdk
,Testalonga,Testalonga El Bandito Skin 2022,https://www.wines4u.com.br/el-bandito-skin-2022-chenin-blanc-maceracao-testalonga.html,Chenin Blanc,2022,Laranja,425.0,TRUE,,,Curioso,Refrescante,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/16Xl90qEsBcnAj_Jnc2rJdKy9vBpS3bGQ/view?usp=drivesdk
,Testalonga,Testalonga El Bandito Sweet Cheeks Muscat D´Alexandrie,https://www.wines4u.com.br/el-bandito-sweet-cheeks-2022-muscat-d-alexandrie-testalonga.html,Muscat D'Alexandrie,,Branco,425.0,TRUE,,,Curioso,Contemplativo,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1BuNesuZ9eebFMfqHjrPVrWxJVhZxhC-r/view?usp=drivesdk
,Testalonga,Testalonga El Bandito The Dark Side 2021,https://www.wines4u.com.br/el-bandito-the-dark-side-syrah-testalonga.html,Syrah,2021,Tinto,415.0,TRUE,,Guardar ou Beber,Curioso,Contemplativo,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/1Kzi8HAIq8nSikWCfFVKVSZgI1Pxuk0Tr/view?usp=drivesdk
,Testalonga,Testalonga El Bandito The Dark Side 2022,https://www.wines4u.com.br/el-bandito-the-dark-side-2022-syrah-testalonga.html,Syrah,2022,Tinto,425.0,TRUE,,,Natureba,Batalha,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/14S4cE8Y6RaeuBRH4HVGbc_hGbB6ZPIFX/view?usp=drivesdk
,Textura Wines,Textura Wines da Estrela Branco DOP Dão 2020,https://glouglou.com.br/products/textura-da-estrela-branco-dop-dao-2020,Encruzado,2020,Branco,380.0,TRUE,,,Curioso,Batalha,011import,Portugal,Dão,Curadoria,https://drive.google.com/file/d/17nV1mTzuRTfw1dcrx--eCSMOus2Rcl4v/view?usp=drivesdk
,Textura Wines,Textura Wines Dona Aurea 2020,https://glouglou.com.br/products/textura-wines-dona-aurea-2020,Bastardo,2020,Tinto,880.0,TRUE,,Guardar ou Beber,Clássico,Pedigree,011import,Portugal,Dão,Curadoria,https://drive.google.com/file/d/17WAe4AWTBHBiJ1SQgqeP1omsk2VBasVA/view?usp=drivesdk
,Textura Wines,Textura Wines Pretexto Branco DOP Dão 2022,https://glouglou.com.br/products/textura-wines-pretexto-branco-dop-dao-2022,Blend,2022,Branco,250.0,TRUE,,Beber,Curioso,Batalha,011import,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1VghC4835AEHFRq-OHe82-vDIqHXb_7PQ/view?usp=drivesdk
,Textura Wines,Textura Wines Pretexto Rose DOP Dão 2022,https://glouglou.com.br/products/textura-wines-pretexto-rose-dop-dao-2022,Blend,2022,Rosé,250.0,TRUE,,Beber,Curioso,Refrescante,011import,Portugal,Dão,Curadoria,https://drive.google.com/file/d/18rwJTjBKWI1bsRDGjGeAKzEesWO_ayqy/view?usp=drivesdk
,Textura Wines,Textura Wines Pura Branco DOP Dão 2021,https://glouglou.com.br/products/textura-wines-pura-branco-dop-dao-2021,Blend,2021,Branco,520.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,011import,Portugal,Dão,Curadoria,https://drive.google.com/file/d/1ovEtIWYoqC4EEC7ZKFZ3VmQ8mvP5PfwD/view?usp=drivesdk
,Textura Wines,Textura Wines Pura Tinto DOP Dão 2018,https://glouglou.com.br/products/textura-wines-pura-tinto-dop-dao-2018,"Jaen, Baga, Alfrocheiro, Tinto Cão e Tinta Pinheira",2018,Tinto,520.0,TRUE,,Guardar ou Beber,Nerd,Contemplativo,011import,Portugal,Dão,Curadoria,https://drive.google.com/file/d/152E5F8ssyTMKBH9cgMtuIKcFXTxORHpy/view?usp=drivesdk
,Van Loggerenberg,Van Loggerenberg Trust your Gut Chenin 2019,https://www.wines4u.com.br/trust-your-gut-chenin-2019-van-loggerenberg.html,Chenin Blanc,2019,Branco,369.0,TRUE,,,Curioso,Batalha,Wines4U,África do Sul,Swartland,Curadoria,https://drive.google.com/file/d/16jk4YK6u7roqWeHIwmDmtziDYkwBzE7M/view?usp=drivesdk
,Vanessa Medin,Vanessa Medin Essência Rara 2020,https://www.vibrana.com.br/products/essencia-rara-2020-herbemont-rose-vanessa-medin,Herbemont,2020,Rosé,129.0,TRUE,,Guardar ou Beber,Natureba,Contemplativo,Vibrana,Brasil,Serra Gaúcha,Curadoria,https://drive.google.com/file/d/1PSsmd0_0WDFj0TC4aXAOlQSga0uno8nP/view?usp=drivesdk
,Vanessa Medin,Vanessa Medin Poder Oculto 2020,https://www.vibrana.com.br/products/poder-oculto-2020-pinot-noir-pinot-gris-gamay-chardonnay-e-,"Pinot Noir, Pinot Gris, Gamay, Chardonnay e Malvasia de Cândia",2020,Rosé,139.0,TRUE,,Guardar ou Beber,Natureba,Contemplativo,Vibrana,Brasil,Serra Gaúcha,Curadoria,https://drive.google.com/file/d/1U464E0culsWW6zGlp28t3nxG4wbevLEs/view?usp=drivesdk
